0,0,0,0,0
0,1,2,5,5
0,1,1,1,2
0.0,0,0,0,0.0
1e-05,0,0,0,4.991670832341407
2e-05,0,0,0,9.933466539753061
3e-05,0,0,0,14.776010333066978
4e-05,0,0,0,19.470917115432528
5e-05,0,0,0,23.971276930210152
6e-05,0,0,0,28.23212366975177
7e-05,0,0,0,32.21088436188455
8e-05,0,0,0,35.86780454497614
9e-05,0,0,0,39.16634548137417
0.0001,0,0,0,42.073549240394826
0.00011,0,0,0,44.56036800307177
0.00012,0,0,0,46.60195429836131
0.00013,0,0,0,48.17790927085965
0.00014,0,0,0,49.27248649942301
0.00015,0,0,0,49.874749330202725
0.00016,0,0,0,49.978680152075256
0.00017,0,0,0,49.58324052262343
0.00018,0,0,0,48.69238154390976
0.00019,0,0,0,47.315004384370724
0.0002,0,0,0,45.46487134128409
0.00021,0,0,0,43.160468332443685
0.00022,0,0,0,40.4248201909795
0.00023,0,0,0,37.28526060883601
0.00024,0,0,0,33.77315902755755
0.00025,0,0,0,29.923607205197822
0.00026,0,0,0,25.775068591073207
0.00027,0,0,0,21.368994011691488
0.00028,0,0,0,16.749407507795254
0.00029,0,0,0,11.96246646069912
0.0003,0,0,0,7.0560004029933605
0.00031,0,0,0,2.0790331216645246
0.00032,0,0,0,-2.9187071713790043
0.00033,0,0,0,-7.887284707162411
0.00034,0,0,0,-12.777055101341562
0.00035,0,0,0,-17.53916138448099
0.00036,0,0,0,-22.126022164742622
0.00037,0,0,0,-26.49180704542467
0.00038,0,0,0,-30.592894547135945
0.00039,0,0,0,-34.38830795919869
0.0004,0,0,0,-37.84012476539641
0.00041,0,0,0,-40.913855553220515
0.00042,0,0,0,-43.57878862067941
0.00043,0,0,0,-45.808296837472746
0.00044,0,0,0,-47.5801036944758
0.00045,0,0,0,-48.87650588325485
0.00046,0,0,0,-49.684550181673224
0.00047,0,0,0,-49.99616287820504
0.00048,0,0,0,-49.808230441792034
0.00049,0,0,0,-49.12263063121662
0.0005,0,0,0,-47.946213733156924
0.00051,0,0,0,-46.29073411638662
0.00052,0,0,0,-44.17273278600766
0.00053,0,0,0,-41.61337211119506
0.00054,0,0,0,-38.63822437779936
0.00055,0,0,0,-35.277016278519596
0.00056,0,0,0,-31.56333189361608
0.00057,0,0,0,-27.53427712988188
0.00058,0,0,0,-23.23010897068787
0.00059,0,0,0,-18.6938332415118
0.0006,0,0,0,-13.970774909946293
0.00061,0,0,0,-9.108125213604794
0.00062,0,0,0,-4.15447014087482
0.00063,0,0,0,0.8406950242174857
0.00064,0,0,0,5.8274602425246815
0.00065,0,0,0,10.755999404390776
0.00066,0,0,0,15.577068175668893
0.00067,0,0,0,20.242496030829916
0.00068,0,0,0,24.705667556930408
0.00069,0,0,0,28.921988219410004
0.0007,0,0,0,32.84932993593945
0.00071,0,0,0,36.4484520062938
0.00072,0,0,0,39.68339319245766
0.00073,0,0,0,42.52183103142822
0.00074,0,0,0,44.935404790581345
0.00075,0,0,0,46.89999883873695
0.00076,0,0,0,48.395983601574315
0.00077,0,0,0,49.40841169385002
0.00078,0,0,0,49.92716726873025
0.00079,0,0,0,49.9470670919886
0.0008,0,0,0,49.46791233116909
0.00081,0,0,0,48.49449054225431
0.00082,0,0,0,47.03652783398866
0.00083,0,0,0,45.108591687814666
0.00084,0,0,0,42.729945404414025
0.00085,0,0,0,39.924355631174514
0.00086,0,0,0,36.719854893705666
0.00087,0,0,0,33.148461504109164
0.00088,0,0,0,29.245859644588084
0.00089,0,0,0,25.05104282289423
0.0009,0,0,0,20.60592426208783
0.00091,0,0,0,15.954918117467606
0.00092,0,0,0,11.144495705012382
0.00093,0,0,0,6.222721175353085
0.00094,0,0,0,1.2387712726678883
0.00095,0,0,0,-3.757556023090465
0.00096,0,0,0,-8.716339061148982
0.00097,0,0,0,-13.588031320547122
0.00098,0,0,0,-18.32395646259642
0.00099,0,0,0,-22.87679468876607
0.001,0,0,0,-27.20105554446849
0.00101,0,0,0,-31.253532444644105
0.00102,0,0,0,-34.993734379677115
0.00103,0,0,0,-38.384290488179126
0.00104,0,0,0,-41.391323454282684
0.00105,0,0,0,-43.9847879985835
0.00106,0,0,0,-46.138771080640325
0.00107,0,0,0,-47.831750813509395
0.00108,0,0,0,-49.04681150332458
0.00109,0,0,0,-49.77181266531887
0.0011,0,0,0,-49.99951032753518
0.00111,0,0,0,-49.727629410199455
0.00112,0,0,0,-48.95888645756587
0.00113,0,0,0,-47.70096249510445
0.00114,0,0,0,-45.96642628323379
0.00115,0,0,0,-43.772608734421425
0.00116,0,0,0,-41.14142974843544
0.00117,0,0,0,-38.09917919595166
0.00118,0,0,0,-34.67625423885612
0.00119,0,0,0,-30.906855611851665
0.0012,0,0,0,-26.828645900021748
0.00121,0,0,0,-22.482373226730072
0.00122,0,0,0,-17.911464111841436
0.00123,0,0,0,-13.161589568290047
0.00124,0,0,0,-8.28020877241547
0.00125,0,0,0,-3.316094867560034
0.00126,0,0,0,1.6811523610568349
0.00127,0,0,0,6.661602070997111
0.00128,0,0,0,11.575491255076948
0.00129,0,0,0,16.37372195688465
0.0013,0,0,0,21.008351841332047
0.00131,0,0,0,25.433073218618684
0.00132,0,0,0,29.60367573536115
0.00133,0,0,0,33.47848810983012
0.00134,0,0,0,37.01879449762243
0.00135,0,0,0,40.18922132758105
0.00136,0,0,0,42.95809074282479
0.00137,0,0,0,45.29773711542309
0.00138,0,0,0,47.18478347220524
0.00139,0,0,0,48.6003750697488
0.0014,0,0,0,49.53036778474352
0.00141,0,0,0,49.96546943739588
0.00142,0,0,0,49.901332635818086
0.00143,0,0,0,49.33859821373067
0.00144,0,0,0,48.28288882746387
0.00145,0,0,0,46.74475277623415
0.00146,0,0,0,44.73955860702521
0.00147,0,0,0,42.28734155714671
0.00148,0,0,0,39.412603368765815
0.00149,0,0,0,36.1440674755988
0.0015,0,0,0,32.51439200785584
0.00151,0,0,0,28.55984348299943
0.00152,0,0,0,24.319934442689984
0.00153,0,0,0,19.837028656530602
0.00154,0,0,0,15.155917837285113
0.00155,0,0,0,10.32337409688983
0.00156,0,0,0,5.387682614972203
0.00157,0,0,0,0.39815918929686717
0.00158,0,0,0,-4.595342511384082
0.00159,0,0,0,-9.54292906870947
0.0016,0,0,0,-14.395165833253266
0.00161,0,0,0,-19.103570859200456
0.00162,0,0,0,-23.621099319923307
0.00163,0,0,0,-27.902613564338967
0.00164,0,0,0,-31.90533411739737
0.00165,0,0,0,-35.58926711845615
0.00166,0,0,0,-38.917603926714925
0.00167,0,0,0,-41.857088900987335
0.00168,0,0,0,-44.37835167907523
0.00169,0,0,0,-46.45620063671842
0.0017,0,0,0,-48.06987459397784
0.00171,0,0,0,-49.20325025408217
0.00172,0,0,0,-49.8450033020798
0.00173,0,0,0,-49.98872155365056
0.00174,0,0,0,-49.63296902353166
0.00175,0,0,0,-48.78130027340788
0.00176,0,0,0,-47.4422248959062
0.00177,0,0,0,-45.62912248955923
0.00178,0,0,0,-43.360108974279065
0.00179,0,0,0,-40.65785558307443
0.0018,0,0,0,-37.549362338583805
0.00181,0,0,0,-34.065688277774996
0.00182,0,0,0,-30.241641120314206
0.00183,0,0,0,-26.115429481336577
0.00184,0,0,0,-21.72828110359484
0.00185,0,0,0,-17.124030923480625
0.00186,0,0,0,-12.348683086831045
0.00187,0,0,0,-7.44995129070994
0.00188,0,0,0,-2.4767820439183708
0.00189,0,0,0,2.521134390340561
0.0019,0,0,0,7.493860483147617
0.00191,0,0,0,12.39171039914799
0.00192,0,0,0,17.16574644099477
0.00193,0,0,0,21.768268018644658
0.00194,0,0,0,26.15328825788482
0.00195,0,0,0,30.276993485980054
0.00196,0,0,0,34.09818100340678
0.00197,0,0,0,37.57867076760741
0.00198,0,0,0,40.68368687535527
0.00199,0,0,0,43.38220503208336
0.002,0,0,0,45.64726253638138
0.00201,0,0,0,47.45622768239473
0.00202,0,0,0,48.79102588834878
0.00203,0,0,0,49.63832029179536
0.00204,0,0,0,49.98964500713346
0.00205,0,0,0,49.841489713939964
0.00206,0,0,0,49.19533473093081
0.00207,0,0,0,48.057636225105824
0.00208,0,0,0,46.43976170386202
0.00209,0,0,0,44.35787643461755
0.0021,0,0,0,41.8327819268028
0.00211,0,0,0,38.88970809005464
0.00212,0,0,0,35.55806114529912
0.00213,0,0,0,31.871129807511945
0.00214,0,0,0,27.865752675883073
0.00215,0,0,0,23.58195015470981
0.00216,0,0,0,19.062524582747006
0.00217,0,0,0,14.352632566386422
0.00218,0,0,0,9.499333789771887
0.00219,0,0,0,4.551120809992393
0.0022,0,0,0,-0.4425654645201938
0.00221,0,0,0,-5.431829771203988
0.00222,0,0,0,-10.366821030337938
0.00223,0,0,0,-15.19823044055235
0.00224,0,0,0,-19.877784156071645
